MonthsActive,AvgOrderValue,NumOrdersLastQuarter,DaysSinceLastOrder,SupportTicketsFiled,Churned
55,61.21,4,4,1,0
5,177.82,7,51,0,0
57,54.67,5,9,0,0
40,46.8,3,16,0,0
15,44.66,2,21,0,1
21,98.18,2,1,0,0
29,46.31,9,13,0,0
29,73.59,4,43,1,0
4,45.67,2,5,1,0
4,93.26,2,19,0,0
46,76.09,6,13,1,0
17,69.6,5,23,0,0
13,112.88,7,14,0,0
46,32.96,4,0,0,0
19,124.24,6,6,0,0
57,100.63,3,20,0,0
12,86.41,2,2,1,0
33,58.69,3,69,0,0
5,87.92,5,11,0,0
40,63.36,5,10,1,0
38,67.68,4,7,0,0
28,155.69,5,11,0,0
5,44.49,5,7,1,0
53,39.57,6,7,1,0
43,56.06,10,55,1,0
12,37.04,4,16,1,0
20,40.67,4,26,0,0
60,57.94,4,27,1,0
60,61.81,8,25,1,0
32,112.91,5,0,0,0
27,41.02,6,5,0,0
60,65.49,6,11,0,0
9,28.77,7,36,1,0
13,75.19,4,1,0,0
37,66.17,5,1,0,0
5,37.16,6,2,0,0
58,63.35,7,0,0,0
25,42.98,8,9,0,0
50,16.67,3,3,0,0
11,26.91,2,42,1,0
7,25.43,4,8,2,0
45,63.22,4,2,1,0
13,45.64,4,65,1,1
26,57.66,4,8,0,0
53,60.38,6,29,0,0
13,52.35,1,1,0,0
55,50.59,3,40,1,0
50,79.44,6,12,0,0
4,33.27,8,17,0,1
10,57.51,5,36,1,0
21,66.7,4,7,1,1
25,66.57,4,3,1,0
23,35.3,3,27,0,0
52,36.37,3,5,1,0
40,31.09,4,17,0,0
4,35.8,4,19,0,0
37,65.21,2,13,0,0
1,67.25,6,7,1,0
47,46.82,4,35,1,0
27,47.85,1,29,1,0
60,33.45,1,9,1,0
21,86.67,1,2,1,0
9,16.09,7,14,0,0
30,90.35,6,1,0,0
1,94.71,6,13,1,0
12,45.09,4,3,0,0
22,66.54,5,11,1,0
27,74.91,5,5,0,0
43,53.45,7,6,1,0
54,51.12,8,14,0,0
34,71.97,5,4,1,0
37,37.84,4,16,1,0
3,48.53,4,20,0,0
25,79.12,5,18,0,0
15,66.66,4,37,0,0
42,53.98,5,17,1,0
41,71.06,5,1,0,0
35,42.63,5,32,0,0
59,53.89,4,28,0,0
53,102.91,3,5,0,0
27,147.98,8,3,0,0
44,49.2,7,76,0,0
55,85.48,3,22,0,0
14,39.3,7,46,2,1
44,54.78,2,3,0,0
44,48.56,3,38,0,0
34,43.4,9,2,1,0
3,82.69,4,12,0,0
38,52.58,6,39,1,0
22,67.03,3,1,1,0
29,123.95,4,1,0,0
16,44.11,4,5,0,0
57,74.71,1,3,0,0
45,43.51,7,4,0,0
36,52.25,2,18,1,1
56,91.04,8,2,1,0
56,51.25,2,5,1,0
47,55.24,7,47,0,0
22,61.87,3,34,1,0
29,41.26,5,19,0,0
37,40.86,7,16,0,1
14,87.44,3,2,0,0
27,87.12,2,3,1,0
50,93.99,4,27,0,0
8,42.94,6,10,0,0
26,66.84,4,26,1,0
23,109.55,4,21,0,0
7,86.22,4,24,0,1
24,39.89,4,36,0,0
12,64.16,5,6,0,0
1,31.13,3,7,1,0
29,69.46,9,72,1,1
19,82.05,4,5,1,0
54,66.63,5,23,2,0
2,46.14,4,3,1,0
33,45.44,5,10,0,0
42,89.53,4,5,0,0
12,41.74,6,4,0,0
40,73.32,6,7,2,0
53,119.16,6,11,0,0
22,67.32,5,14,1,0
26,43.79,8,25,0,0
41,76.73,2,28,0,0
12,24.83,8,8,0,1
32,57.11,6,7,0,0
58,38.56,3,5,0,0
29,50.46,7,56,0,0
22,23.5,4,9,1,0
26,85.01,3,14,1,0
53,32.07,2,39,0,0
57,56.64,2,2,1,0
7,64.86,4,25,0,0
38,73.68,3,52,0,0
48,36.11,5,6,1,0
60,51.28,5,41,1,0
7,54.19,6,57,0,0
1,54.7,3,11,0,0
22,57.74,5,1,0,0
9,85.24,6,32,2,0
7,42.79,7,7,0,1
53,39.92,9,11,0,0
9,91.96,3,71,2,0
47,106.71,7,0,0,0
47,110.97,7,76,0,0
54,52.83,6,12,1,0
38,52.83,4,32,1,0
30,41.41,8,8,0,0
11,43.73,3,0,0,0
36,48.09,4,5,0,0
25,65.48,3,17,0,0
9,48.32,4,0,1,0
10,38.38,5,39,1,0
15,30.38,6,16,0,0
40,103.34,5,18,0,0
21,54.15,3,1,1,0
38,58.0,5,34,0,0
49,22.77,4,15,0,0
42,33.91,5,5,0,0
5,68.46,1,0,1,0
49,30.08,7,35,1,0
2,39.93,4,12,0,0
45,52.89,8,3,0,0
48,29.3,4,12,0,0
13,74.63,2,32,1,0
52,53.25,7,108,1,0
2,45.43,4,18,2,0
19,54.73,3,14,0,0
48,46.76,8,15,2,0
4,93.62,5,30,1,0
20,77.11,4,51,0,0
59,152.52,7,26,0,0
55,54.48,4,2,0,0
2,132.62,6,10,1,0
45,39.38,3,13,0,0
16,89.47,6,12,0,0
28,56.16,4,3,0,0
20,57.77,3,5,1,0
42,58.14,7,15,0,0
54,75.33,4,30,0,0
5,56.77,5,35,3,1
7,24.21,6,3,0,0
1,49.74,5,20,0,0
11,53.11,2,11,0,0
36,58.08,3,99,1,0
34,78.77,4,31,1,0
8,52.28,3,22,0,0
29,43.12,5,57,0,0
22,84.83,6,11,0,0
17,65.08,5,96,0,1
26,55.89,4,20,0,0
26,50.25,8,25,0,0
32,47.3,3,21,0,0
40,41.51,3,2,1,0
16,34.79,7,5,0,0
1,71.15,5,37,0,0
37,69.0,2,42,0,0
43,44.77,6,3,0,0
4,37.03,5,2,3,1
4,42.58,3,26,0,0
29,64.37,2,13,1,0
7,85.25,4,40,0,0
18,33.16,5,49,0,0
11,71.88,4,104,0,1
21,98.62,5,16,0,0
6,72.23,2,27,1,1
24,40.32,3,5,1,1
11,34.55,3,1,1,0
31,50.68,9,3,0,0
51,97.11,8,18,0,0
43,73.68,9,11,1,0
21,50.03,5,30,0,0
48,89.3,5,9,1,0
35,45.96,2,26,1,1
22,45.75,3,12,1,0
49,49.69,4,28,0,0
26,34.12,6,28,1,0
26,40.74,11,20,0,0
54,29.59,6,39,1,0
26,38.52,2,35,1,0
6,193.82,5,70,0,0
39,75.54,5,25,0,0
10,48.02,4,4,0,0
47,48.55,8,51,1,0
56,38.22,4,1,0,0
49,89.22,8,22,0,0
8,40.97,5,1,0,0
55,57.05,3,12,0,0
40,49.76,5,1,0,1
15,58.06,3,18,0,0
22,32.57,9,6,2,0
31,62.46,5,8,0,0
28,34.23,4,23,2,0
40,55.09,5,1,1,0
44,94.38,5,13,2,0
56,71.1,4,5,1,0
57,57.98,5,22,0,0
4,25.88,5,2,0,0
47,107.38,4,58,0,0
25,85.76,3,7,0,0
33,48.51,5,7,2,0
1,70.25,4,1,0,0
54,99.11,3,23,0,0
8,65.16,7,2,0,0
19,67.66,6,21,0,0
49,60.82,4,27,0,0
52,49.8,5,24,0,0
23,41.6,4,17,1,1
39,57.8,8,15,0,0
18,50.66,4,36,1,0
7,106.92,6,4,0,0
29,50.96,6,1,0,0
34,127.07,4,6,0,0
42,36.04,6,3,1,0
38,117.72,4,11,0,0
37,82.52,3,24,1,0
50,26.37,7,1,1,0
11,42.76,3,5,2,0
23,42.25,3,2,0,0
1,36.81,5,28,0,0
4,76.52,6,31,2,0
41,58.93,5,13,1,0
19,62.23,7,19,0,0
28,18.24,5,9,1,0
22,38.09,2,1,0,0
6,50.78,3,2,0,0
31,161.24,4,28,1,0
3,52.09,7,21,0,0
60,52.18,4,8,0,0
33,59.09,6,2,2,0
49,102.85,8,16,0,0
33,78.44,5,48,3,0
27,82.75,4,25,0,0
21,68.28,5,12,1,0
13,39.39,4,10,0,0
49,107.67,8,10,2,0
17,22.36,8,9,0,0
13,74.58,2,8,0,0
7,27.12,6,7,0,0
2,111.2,6,35,0,0
23,49.25,8,30,0,0
7,38.12,8,14,0,0
39,69.42,6,3,0,0
3,31.98,2,2,0,0
30,57.36,6,11,0,0
10,63.4,7,4,1,0
7,52.64,2,17,0,0
50,67.3,5,9,1,1
29,67.7,4,23,0,0
22,59.63,3,2,0,0
56,101.7,3,8,1,0
13,36.99,3,18,2,0
3,49.43,6,17,0,0
58,73.41,4,3,0,0
21,35.94,5,39,1,0
32,19.18,4,5,1,0
17,60.73,4,21,2,0
45,89.3,4,1,2,0
57,65.02,2,43,0,0
24,51.55,5,15,0,0
6,43.65,6,3,2,0
11,43.0,5,2,0,0
34,89.96,2,10,0,0
40,140.94,4,11,0,0
19,72.74,2,12,1,0
49,45.7,4,3,1,0
39,67.26,4,5,0,0
14,55.86,4,56,0,0
26,50.84,5,6,1,0
37,43.51,4,7,1,0
1,37.09,6,2,0,0
30,46.38,2,107,1,0
23,32.04,10,12,0,0
38,75.01,2,14,1,0
58,83.81,6,45,0,0
1,47.07,8,8,0,0
56,82.62,5,2,0,0
30,79.72,7,48,0,1
2,95.16,7,26,0,0
31,58.69,7,4,0,0
45,59.76,6,5,0,0
23,25.33,5,3,0,0
13,67.96,6,3,0,0
1,36.2,8,12,0,0
60,35.57,2,9,1,0
27,86.27,6,20,1,0
43,82.29,5,1,0,0
9,85.67,6,36,0,0
16,90.36,5,56,0,0
38,71.39,5,11,1,0
34,26.21,7,80,1,1
20,29.63,6,52,1,0
38,75.09,6,23,0,0
20,46.62,4,1,1,0
60,67.42,3,13,0,0
50,58.2,5,3,2,0
1,39.05,3,128,0,1
27,32.8,5,2,1,0
53,36.23,3,10,1,0
11,71.95,10,26,0,0
37,34.52,3,4,0,0
8,23.26,6,3,0,0
35,71.31,6,10,0,0
41,70.87,2,29,0,0
45,61.15,4,17,1,0
29,30.59,6,18,2,0
44,119.84,10,21,0,0
57,41.96,7,19,1,0
2,58.08,7,0,0,0
37,48.4,2,0,0,0
1,51.06,7,1,0,0
41,71.69,4,2,0,0
44,68.37,7,4,1,0
45,28.91,5,5,1,0
19,57.75,7,9,0,0
26,34.23,2,4,0,1
50,23.34,3,1,3,0
16,20.51,8,7,2,0
42,62.68,4,1,0,0
37,53.98,6,22,0,0
52,69.77,5,9,0,1
52,64.95,4,23,0,0
58,62.13,4,47,0,0
58,38.83,5,9,0,0
48,66.27,4,6,1,0
6,34.08,5,37,0,0
53,44.48,8,17,0,0
16,54.13,4,19,0,0
39,88.17,11,5,0,0
55,75.17,6,18,0,0
22,66.39,3,1,3,0
48,112.16,2,69,1,0
35,124.09,4,11,1,0
33,60.5,5,36,0,0
5,83.08,5,8,1,0
32,57.18,6,95,0,0
27,56.97,4,16,0,0
38,46.89,5,17,0,0
2,42.83,7,1,2,1
4,79.66,5,0,0,0
7,87.39,2,27,0,0
31,56.32,3,6,0,0
16,50.81,2,41,0,0
34,47.11,4,23,0,0
29,52.35,5,60,2,1
22,43.55,6,9,0,0
33,62.24,6,7,0,0
35,38.13,4,3,0,0
28,57.27,5,4,1,0
6,64.2,11,1,0,0
34,81.38,5,3,0,0
5,29.75,4,1,0,0
56,56.62,7,3,1,0
28,25.9,7,39,0,0
4,41.91,6,12,0,0
46,79.3,6,1,1,0
42,58.32,11,45,0,0
26,39.39,10,8,0,0
48,56.71,7,8,0,0
15,52.22,5,29,1,0
28,79.27,3,10,1,0
38,65.19,12,6,0,0
60,55.04,9,6,1,0
47,82.74,5,25,1,0
41,35.01,4,20,0,0
25,44.28,12,1,0,0
60,24.18,3,15,0,0
20,152.6,7,6,0,0
22,35.6,8,3,0,0
14,47.79,6,12,1,0
55,25.73,6,17,0,0
31,74.04,4,6,1,0
44,38.51,3,68,1,0
53,60.13,4,6,0,0
36,47.73,8,13,0,0
3,61.8,5,66,1,0
3,43.16,7,10,0,0
1,119.45,4,5,0,0
32,50.84,3,1,0,0
2,70.77,4,23,1,1
22,45.41,8,12,0,0
57,47.35,7,2,0,0
46,45.71,5,93,1,1
17,83.43,3,3,1,0
44,44.36,2,22,0,0
7,28.25,6,3,1,0
45,74.34,7,7,1,0
18,48.06,6,12,1,0
14,41.72,4,35,0,1
1,25.21,6,9,0,0
34,74.81,7,51,0,0
13,83.65,4,21,0,0
46,21.81,4,30,0,0
19,46.56,5,11,1,0
22,62.57,6,23,0,0
5,54.79,2,16,1,0
42,52.93,6,36,1,0
29,49.9,4,47,0,0
19,61.99,4,9,0,0
5,85.35,3,40,0,0
47,46.99,6,1,1,0
38,34.16,5,11,1,0
46,51.58,6,6,1,0
19,49.19,8,64,0,0
54,74.7,4,20,1,0
47,76.94,4,38,0,0
23,31.37,2,20,0,0
1,30.58,4,28,1,1
59,40.82,7,10,2,0
17,70.53,2,3,2,1
34,95.5,7,18,1,0
24,34.08,3,13,1,0
13,45.73,5,7,1,0
18,30.47,5,17,0,0
20,43.67,5,9,1,1
27,82.12,4,62,1,0
47,35.43,4,1,0,0
11,41.84,4,2,0,0
46,41.61,4,4,0,0
9,50.54,4,1,1,0
25,33.24,1,4,1,0
57,57.49,4,33,1,0
13,57.58,6,14,0,0
14,39.48,4,6,1,0
54,58.63,2,16,0,0
49,30.53,5,47,0,0
21,28.3,7,3,1,0
16,83.57,3,20,1,0
19,37.19,8,6,0,0
8,78.36,5,20,0,0
37,53.57,2,2,2,0
51,67.58,4,7,0,0
34,101.28,5,29,0,0
38,31.36,4,6,1,0
56,53.99,7,1,0,0
18,45.31,4,8,0,0
42,46.34,4,52,1,0
15,55.75,3,18,0,0
60,36.31,4,33,0,0
30,38.15,8,16,0,0
20,48.3,10,3,3,0
32,34.79,5,14,1,0
58,50.9,7,21,0,0
42,75.41,7,26,2,0
2,39.4,4,5,2,0
38,59.17,5,3,0,0
27,55.84,9,2,1,0
13,46.18,4,52,0,0
50,120.16,7,35,1,0
41,63.62,4,23,0,1
2,40.43,3,1,0,0
34,60.57,4,9,2,0
59,63.01,3,6,0,0
37,60.28,7,17,2,0
10,73.96,5,2,0,0
27,61.5,2,62,0,0
41,37.88,9,23,0,0
21,70.8,6,3,0,0
54,107.56,6,6,1,0
23,93.85,5,13,0,0
46,21.82,2,5,0,0
33,42.4,8,4,0,0
17,58.57,2,14,2,0
37,36.86,2,12,0,0
51,51.67,5,14,1,0
55,107.58,5,81,2,1
30,101.63,4,11,0,0
15,45.35,3,12,0,0
3,29.5,6,6,0,0
54,41.11,5,4,0,0
8,65.33,4,26,1,0
11,97.16,4,47,1,0
36,96.99,5,5,2,1
47,63.27,1,5,0,0
36,50.41,6,13,1,0
21,51.86,4,3,0,0
54,147.06,6,10,1,0
57,28.39,4,3,0,0
28,72.67,7,39,0,0
7,42.45,4,3,0,0
11,37.44,5,7,0,0
28,74.18,3,139,1,1
8,78.1,5,9,0,0
36,64.41,5,11,0,0
39,52.24,6,9,1,0
29,68.39,4,14,0,0
6,39.22,4,18,1,0
25,65.8,6,25,0,0
18,36.71,10,29,0,0
22,45.51,5,11,0,1
54,43.89,6,4,0,0
59,43.5,2,6,2,0
31,57.17,5,7,1,0
9,60.49,5,70,0,0
15,42.63,6,17,0,0
26,29.97,5,1,1,0
58,42.48,7,24,0,0
45,54.28,5,25,0,0
37,56.16,3,20,0,0
48,44.64,5,14,0,0
32,56.75,5,52,0,0
46,89.31,2,37,0,0
27,92.38,2,2,0,0
60,32.5,6,23,0,0
18,49.82,5,3,1,0
36,57.55,4,0,0,0
27,31.31,3,30,0,0
28,107.92,9,4,2,0
55,59.84,5,13,1,0
5,46.09,3,6,0,0
32,93.25,4,12,0,0
6,72.5,5,4,1,0
18,84.59,5,7,0,0
6,43.3,7,28,0,0
60,80.52,9,6,3,0
25,37.92,6,11,0,0
9,62.6,2,57,1,0
51,77.01,6,37,1,0
26,77.62,3,42,1,0
39,48.15,4,5,1,0
12,28.57,3,7,0,0
28,45.25,14,73,1,0
13,96.11,7,37,1,0
34,42.6,4,28,1,0
17,62.28,8,2,1,0
26,45.49,7,1,1,0
11,66.71,5,16,0,0
40,61.94,3,31,2,0
53,61.28,6,21,1,0
10,32.85,3,4,0,0
36,32.73,2,1,1,0
33,38.78,10,47,1,0
52,49.99,6,41,0,0
58,50.61,6,128,0,1
54,30.8,4,2,1,1
1,133.77,6,34,0,0
46,29.28,5,8,1,0
9,68.17,9,11,0,0
33,86.07,2,10,1,0
22,45.24,6,28,1,0
21,37.18,5,7,1,0
5,41.97,3,14,0,0
37,113.15,4,15,1,0
38,54.06,3,31,1,0
34,47.98,8,2,0,0
56,48.86,3,6,1,0
37,30.09,6,16,0,0
9,91.99,6,46,0,0
44,45.55,5,6,1,0
15,47.2,5,6,0,0
51,49.51,3,1,0,0
59,40.29,1,11,0,0
47,35.97,8,10,0,0
6,26.82,7,9,0,0
3,60.66,10,29,0,0
35,46.86,6,30,0,0
14,37.23,6,23,0,0
48,81.56,7,40,1,0
23,82.22,8,53,0,0
54,19.73,2,2,0,0
1,46.42,5,52,1,0
58,38.47,3,8,0,0
16,64.97,7,13,1,0
25,48.95,6,9,0,0
4,92.1,4,37,0,0
47,27.69,5,7,0,0
57,44.22,3,8,1,0
33,26.1,4,31,0,0
40,43.11,6,18,0,0
33,34.44,4,2,2,0
8,69.31,3,25,1,0
58,62.95,6,23,0,0
50,43.73,4,3,1,0
47,31.24,2,51,0,0
25,72.79,1,5,1,0
2,56.78,7,33,2,0
39,46.57,3,2,0,0
26,120.05,6,4,0,0
22,109.11,5,36,0,0
45,60.16,3,9,1,0
33,22.99,2,37,1,1
17,45.9,6,80,1,0
2,28.48,3,9,1,0
44,96.08,7,58,0,0
16,95.22,5,59,1,1
25,52.42,4,52,0,0
10,73.89,7,7,2,0
32,78.09,2,46,1,0
43,61.62,6,19,0,0
55,70.45,7,54,1,0
31,137.28,5,10,0,0
52,52.15,7,34,0,0
54,36.38,3,21,0,0
39,51.18,4,6,1,0
30,49.06,4,7,0,0
35,69.02,7,13,1,0
28,124.19,5,49,1,0
47,60.31,5,16,0,0
60,99.05,5,5,2,0
40,24.51,3,20,1,0
3,75.58,5,8,1,0
45,48.39,9,2,2,0
18,63.91,3,35,1,1
53,91.24,9,47,0,0
35,90.64,7,13,1,0
8,45.04,6,1,0,0
1,83.22,4,13,1,0
33,60.87,6,28,0,0
27,50.17,8,11,0,0
17,66.99,8,29,0,0
21,33.11,2,4,1,0
24,17.56,5,19,0,0
38,74.6,5,19,0,0
49,42.96,4,19,1,0
27,109.45,6,8,0,0
26,50.18,5,7,0,0
57,27.13,7,66,0,0
44,49.09,6,8,0,0
31,78.5,4,8,1,0
60,39.79,3,26,0,1
40,67.92,3,10,0,0
26,41.91,6,50,0,0
1,74.25,6,9,1,0
55,24.98,6,7,0,0
45,110.65,5,5,0,0
50,52.59,8,14,0,0
41,41.36,5,4,0,0
60,74.11,12,45,0,0
45,54.68,6,29,1,0
59,46.56,7,24,1,0
16,47.1,3,19,0,0
17,42.54,5,39,0,0
31,70.28,2,25,1,0
1,77.99,6,1,0,0
6,62.17,3,1,0,0
28,49.7,3,27,0,0
41,127.61,6,10,0,0
9,40.87,3,0,0,0
27,60.77,4,23,0,0
38,33.29,5,14,1,0
29,43.53,2,1,1,0
31,24.44,3,45,2,0
8,80.61,4,30,0,1
16,25.86,5,13,0,0
12,26.83,4,8,2,0
57,61.67,4,2,1,0
9,98.43,3,11,1,0
17,86.04,5,34,0,0
14,73.85,4,32,2,0
24,31.72,2,18,1,0
6,71.72,4,5,0,0
23,45.15,6,1,0,0
57,22.77,5,29,0,0
22,50.07,4,14,0,0
5,71.48,8,49,0,0
3,40.48,6,48,0,0
54,81.42,9,74,0,1
28,63.14,6,4,0,0
20,38.28,1,9,0,0
51,46.07,10,1,0,0
59,32.52,6,36,0,0
27,61.54,5,9,2,1
24,81.26,2,59,2,1
52,42.16,3,11,1,0
58,75.05,5,3,1,0
54,66.29,6,42,0,0
8,49.0,8,0,0,0
38,26.21,7,24,0,0
32,19.01,5,9,0,0
27,60.67,3,38,0,0
58,79.27,6,9,0,0
36,62.33,6,9,0,0
56,34.12,5,12,0,0
28,59.66,3,28,1,0
49,53.17,7,13,0,0
32,86.02,3,49,0,0
3,38.22,3,19,1,0
42,23.98,5,11,0,0
59,97.16,1,11,2,0
29,73.64,5,13,0,1
31,52.47,3,45,0,0
52,45.85,5,25,0,0
60,27.03,3,2,1,0
59,48.32,10,6,2,0
57,104.36,6,15,1,0
41,46.91,5,81,1,1
7,54.54,3,19,0,1
53,75.98,3,5,0,0
8,26.1,6,6,1,0
11,70.13,8,40,0,0
53,59.62,5,7,0,0
22,94.88,6,4,1,0
17,45.35,5,19,0,0
43,83.79,4,3,2,0
50,32.62,2,20,0,0
19,43.76,4,1,0,0
51,83.92,2,5,1,1
32,60.31,6,1,0,0
17,61.56,3,12,2,0
57,58.12,5,19,2,0
41,68.24,7,31,2,0
1,94.06,2,20,1,0
3,69.15,5,50,1,1
54,65.41,4,10,0,0
23,33.79,9,0,0,0
13,33.99,5,30,1,0
19,50.35,6,24,0,0
57,40.38,3,9,0,0
2,46.2,2,42,0,0
22,62.22,4,9,1,0
40,51.73,5,9,2,0
59,53.77,5,17,0,0
13,84.4,4,5,0,0
39,30.58,5,44,1,0
54,81.11,5,40,1,0
42,46.64,7,3,0,0
6,68.76,6,3,0,0
58,94.05,4,7,0,0
39,57.29,5,42,0,0
39,64.69,3,12,1,0
44,75.86,5,1,0,0
8,80.15,5,19,1,0
13,139.73,6,17,2,0
14,46.47,8,3,1,0
56,57.5,6,3,0,0
13,85.57,7,21,2,0
5,46.51,6,66,1,0
37,51.77,5,1,0,0
34,61.02,5,9,0,0
9,52.01,2,3,1,0
31,36.32,6,3,0,0
23,60.95,2,57,0,0
55,160.02,2,0,0,0
14,66.8,4,27,0,0
42,79.67,2,13,0,0
2,46.88,6,56,0,0
6,38.34,8,31,0,0
24,52.72,5,37,0,0
27,34.64,2,30,1,0
37,83.97,10,4,0,0
12,102.23,4,1,1,0
27,259.4,5,48,0,0
23,32.71,5,38,0,0
49,59.93,5,27,0,0
50,85.82,3,7,1,0
50,31.93,6,27,0,0
36,54.68,7,2,1,0
8,26.14,4,22,0,0
15,30.48,7,18,0,0
45,38.8,1,1,0,0
47,53.93,5,0,1,0
49,91.24,6,7,1,0
7,101.93,3,41,1,0
28,30.61,3,19,0,0
41,55.26,3,32,0,0
16,41.33,2,6,1,0
45,42.06,6,2,0,1
53,99.74,5,41,0,0
7,69.02,5,34,0,0
24,103.77,4,6,0,0
23,91.08,4,19,0,0
13,48.35,4,1,2,0
54,49.96,6,13,1,0
40,148.42,6,1,1,0
45,87.61,6,14,0,0
8,39.5,5,14,1,0
49,82.71,5,8,0,0
39,53.66,12,71,0,1
46,121.65,4,32,0,0
16,46.69,5,23,0,0
17,54.48,2,7,0,0
7,106.0,3,23,0,0
16,45.95,8,15,1,0
31,27.81,8,13,0,0
24,160.85,6,7,0,0
6,143.5,5,42,1,0
10,46.14,4,9,0,0
11,68.09,5,2,1,0
23,110.41,7,34,0,0
54,66.65,3,16,0,0
60,30.96,4,23,1,0
51,35.22,5,13,0,0
48,93.31,10,22,0,0
5,42.21,6,11,1,0
37,59.57,6,3,0,0
60,54.25,7,10,1,0
29,57.89,3,2,0,0
53,126.67,3,13,0,0
36,65.02,2,20,0,0
31,57.65,6,5,4,0
26,56.77,4,16,0,0
3,53.28,4,5,0,0
50,75.28,2,21,0,0
33,23.12,6,28,0,0
9,64.1,4,24,0,0
20,48.13,2,31,0,0
28,77.65,3,0,0,0
33,64.35,10,20,1,0
9,44.76,6,5,0,0
59,47.5,4,64,1,1
26,57.93,4,54,1,0
33,43.64,7,7,0,0
20,66.06,6,21,0,0
18,61.15,10,0,0,0
26,67.79,3,16,0,0
50,35.66,7,4,0,0
21,75.85,6,7,0,0
30,31.51,3,24,0,0
47,90.02,5,36,1,0
52,46.47,5,18,1,0
59,75.39,4,26,1,1
59,50.52,4,13,3,0
5,67.68,5,49,0,0
53,70.89,3,27,0,0
11,50.88,5,34,5,1
14,153.44,6,28,0,1
57,43.06,4,4,1,0
11,48.68,2,3,2,1
38,74.32,3,10,0,0
54,39.51,6,34,0,0
59,45.25,5,3,0,0
47,66.03,7,25,0,0
34,110.6,7,19,0,0
6,40.5,5,2,0,0
43,59.57,4,5,1,0
18,88.33,4,11,0,0
18,49.68,4,41,0,0
50,28.8,2,14,0,0
27,53.77,5,5,0,0
54,64.66,3,13,1,0
55,60.08,8,16,1,0
49,38.01,7,16,2,0
25,144.95,9,12,0,0
44,61.2,3,6,1,0
30,51.71,4,2,2,0
25,52.46,4,4,0,1
29,49.07,8,79,0,0
5,57.1,3,23,0,0
54,29.24,4,2,0,0
20,53.49,6,14,1,0
31,54.01,6,83,1,0
22,38.33,9,61,0,0
59,69.31,9,19,0,0
56,95.64,6,4,0,0
47,66.25,8,3,0,0
44,31.04,5,13,1,0
5,42.99,3,6,1,1
18,71.75,4,27,1,0
44,56.54,5,55,0,0
26,37.48,8,7,1,0
37,43.91,3,0,1,0
23,68.43,3,11,0,0
7,77.55,2,16,0,0
25,44.21,5,31,0,0
13,40.35,3,41,0,0
23,74.09,9,21,1,0
14,77.97,3,28,0,0
17,35.9,5,13,0,0
53,17.92,11,2,0,0
46,41.4,1,37,0,0
38,54.76,2,18,0,0
21,30.58,8,11,0,0
47,56.17,8,40,2,0
22,72.06,8,64,0,0
49,116.5,3,9,1,0
20,39.73,6,52,0,0
56,41.53,6,31,0,0
39,72.37,3,5,1,0
14,59.01,5,28,0,0
39,51.75,3,18,1,0
37,51.07,8,3,0,0
43,21.38,2,39,0,0
19,24.92,6,4,3,0
5,75.78,6,1,0,0
9,45.79,5,4,1,0
45,33.78,4,19,0,0
58,27.65,10,46,0,0
13,38.95,6,5,0,0
8,64.87,4,10,1,0
26,70.95,6,2,0,0
48,25.19,5,17,0,0
10,40.05,2,60,1,0
21,72.16,5,21,0,0
27,75.09,7,28,0,0
7,47.45,2,37,1,1
58,36.11,8,13,0,0
31,55.15,7,60,0,0
2,34.07,6,2,0,0
47,55.2,4,23,0,0
40,87.28,4,35,0,1
54,81.32,3,2,0,0
20,34.43,5,13,0,0
50,48.4,3,14,0,0
57,99.67,11,2,1,0
15,78.97,5,26,0,0
9,31.39,4,18,1,0
1,65.97,9,0,0,0
57,46.38,3,11,0,0
25,40.4,5,21,0,0
51,99.14,10,1,0,0
49,107.72,2,2,0,0
50,29.27,5,32,0,0
59,78.12,7,46,0,0
41,135.24,5,45,0,0
50,76.83,5,41,0,0
60,27.29,5,7,1,0
31,62.25,2,8,1,0
6,48.94,7,5,0,1
31,28.41,6,130,0,1
10,53.6,9,28,1,0
45,35.87,10,13,0,0
42,60.56,4,23,2,0
21,65.29,5,89,0,1
19,34.83,1,12,0,1
23,66.08,2,5,0,0
47,41.42,5,43,1,0
8,45.77,2,24,0,0
25,91.62,4,19,0,0
45,23.79,4,3,1,0
58,57.89,7,17,0,0
45,34.05,3,28,0,0
22,39.42,7,22,0,0
27,65.09,6,13,1,0
59,59.55,4,14,1,0
11,37.17,4,6,1,0
12,31.15,6,35,0,0
6,51.05,4,0,0,0
4,98.72,3,24,1,0
14,39.44,2,12,0,0
39,70.89,6,49,0,0
10,48.66,3,9,0,0
12,45.37,3,3,0,0
31,56.15,6,40,0,0
1,46.36,5,42,0,0
43,58.69,4,21,0,0
34,29.97,2,49,0,0
45,34.12,1,38,1,0
56,62.95,4,2,0,0
21,62.09,7,13,0,0
28,42.25,6,47,0,0
17,62.75,3,33,2,1
35,79.36,2,20,1,0
43,27.37,6,47,0,0
5,59.81,3,21,1,0
51,44.08,4,2,1,0
6,44.06,5,51,1,0
15,122.54,5,2,0,0
6,49.66,3,1,0,0
45,77.37,4,12,2,0
22,53.52,3,37,0,0
31,42.26,11,39,0,0
30,36.35,4,0,0,0
56,63.16,6,37,0,0
9,49.5,5,41,1,0
5,106.28,4,125,1,1
50,50.54,6,19,0,0
47,37.05,6,16,0,0
